staging_record_id,source_system,source_record_id,deterministic_cluster_id,probabilistic_cluster_id,resolution_status,match_method,cluster_size,deterministic_cluster_count,cluster_confidence,cluster_confidence_type,deterministic_linking_rules,crm_customer_id,transaction_id,marketing_contact_id,session_id,support_ticket_id,portal_user_id,linked_transaction_id,first_name_raw,surname_raw,full_name_raw,email_raw,phone_raw,address_raw,postcode_raw,date_of_birth_raw,first_name_normalised,surname_normalised,full_name_normalised,email_normalised,phone_normalised,address_normalised,postcode_normalised,date_of_birth_normalised,record_created_date,preferred_contact_channel,first_name,surname,date_of_birth,email,telephone_number,address,postcode,transaction_date_time,guest_transaction,billing_address,billing_postcode,event_id,event_name,event_category,event_date,ticket_type,ticket_quantity,unit_price,transaction_total,card_brand,cardholder_name,card_last_4,purchaser_first_name,purchaser_surname,contact_name,last_contact_date,consent_status,emails_opened_count,links_clicked_count,guest_session,session_date_time_start,session_date_time_end,session_duration_seconds,device_type,basket_created,basket_converted,support_ticket_created_date_time,requester_name,requester_email,requester_phone,contact_channel,issue_category,ticket_status,resolution_time_hours_minutes
STG002021,CRM,CRM002021,DCL002021,PCL002021,unresolved_singleton,Unresolved,1,1,,,,CRM002021,,,,,,,Hugh,Watson,Hugh Watson,hugh.watson@hotmail.com,+44 7355583968,"Studio 6, Dean Common, York",,1981-12-05,hugh,watson,hughwatson,hugh.watson@hotmail.com,07355583968,studio 6 dean common york,,1981-12-05,2021-05-19,Telephone,Hugh,Watson,1981-12-05,hugh.watson@hotmail.com,+44 7355583968,"Studio 6, Dean Common, York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002034,CRM,CRM002034,DCL002034,PCL002034,unresolved_singleton,Unresolved,1,1,,,,CRM002034,,,,,,,Sphie,Mitchell,Sphie Mitchell,sophie.mitchell@hotmail.com,+44 7126905540,"61 Phillips Center, Edinburgh",EH1 0IE,1965-02-14,sphie,mitchell,sphiemitchell,sophie.mitchell@hotmail.com,07126905540,61 phillips center edinburgh,EH10IE,1965-02-14,2019-09-24,Email,Sphie,Mitchell,1965-02-14,sophie.mitchell@hotmail.com,+44 7126905540,"61 Phillips Center, Edinburgh",EH1 0IE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002126,CRM,CRM002126,DCL002126,PCL002126,unresolved_singleton,Unresolved,1,1,,,,CRM002126,,,,,,,Mark,Young,Mark Young,mark.young@gmail.com,+44 7106404048,"Studio 00j, Dean Pines, London",SW1 6JK,1943-05-23,mark,young,markyoung,mark.young@gmail.com,07106404048,studio 00j dean pines london,SW16JK,1943-05-23,2021-10-13,Email,Mark,Young,1943-05-23,mark.young@gmail.com,+44 7106404048,"Studio 00j, Dean Pines, London",SW1 6JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002215,CRM,CRM002215,DCL002215,PCL002215,unresolved_singleton,Unresolved,1,1,,,,CRM002215,,,,,,,Callum,Bradley,Callum Bradley,callum.bradley@yahoo.com,+44 7055258406,"125 Khan Islands, Southampton",SO14 6BB,1968-12-06,callum,bradley,callumbradley,callum.bradley@yahoo.com,07055258406,125 khan islands southampton,SO146BB,1968-12-06,2022-02-22,Email,Callum,Bradley,1968-12-06,callum.bradley@yahoo.com,+44 7055258406,"125 Khan Islands, Southampton",SO14 6BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002291,CRM,CRM002291,DCL002291,PCL002291,unresolved_singleton,Unresolved,1,1,,,,CRM002291,,,,,,,Kimberley,Glover,Kimberley Glover,kimberley.glover2@hotmail.com,+44 7141633574,"Flat 8, Jennifer Valleys, Norwich",NR1 0JR,1978-06-26,kimberley,glover,kimberleyglover,kimberley.glover2@hotmail.com,07141633574,flat 8 jennifer valleys norwich,NR10JR,1978-06-26,2025-07-12,Email,Kimberley,Glover,1978-06-26,kimberley.glover2@hotmail.com,+44 7141633574,"Flat 8, Jennifer Valleys, Norwich",NR1 0JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002404,CRM,CRM002404,DCL002404,PCL002404,unresolved_singleton,Unresolved,1,1,,,,CRM002404,,,,,,,Gail,Morgan,Gail Morgan,gail.morgan2@gmail.com,+44 7790111940,"25 Sullivan Skyway, Shrewsbury",SY1 0VP,1968-01-14,gail,morgan,gailmorgan,gail.morgan2@gmail.com,07790111940,25 sullivan skyway shrewsbury,SY10VP,1968-01-14,2025-03-05,Email,Gail,Morgan,1968-01-14,gail.morgan2@gmail.com,+44 7790111940,"25 Sullivan Skyway, Shrewsbury",SY1 0VP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002431,CRM,CRM002431,DCL002431,PCL002431,unresolved_singleton,Unresolved,1,1,,,,CRM002431,,,,,,,Maria,Kelly,Maria Kelly,maria.kelly@hotmail.com,,"Flat 7, Lawrence Estates, Liverpool",L1 9ND,1982-08-04,maria,kelly,mariakelly,maria.kelly@hotmail.com,,flat 7 lawrence estates liverpool,L19ND,1982-08-04,2019-04-08,Mail,Maria,Kelly,1982-08-04,maria.kelly@hotmail.com,,"Flat 7, Lawrence Estates, Liverpool",L1 9ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002467,CRM,CRM002467,DCL002467,PCL002467,unresolved_singleton,Unresolved,1,1,,,,CRM002467,,,,,,,Treesa,Marsh,Treesa Marsh,teresa.marsh@yahoo.com,,"Studio 4, Young Mill, Glasgow",G1 0EX,1963-12-28,treesa,marsh,treesamarsh,teresa.marsh@yahoo.com,,studio 4 young mill glasgow,G10EX,1963-12-28,2020-06-12,Email,Treesa,Marsh,1963-12-28,teresa.marsh@yahoo.com,,"Studio 4, Young Mill, Glasgow",G1 0EX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002540,CRM,CRM002540,DCL002540,PCL002540,unresolved_singleton,Unresolved,1,1,,,,CRM002540,,,,,USR001392,,Glen,Ali,Glen Ali,glen.ali@gmail.com,+44 7831935258,"960 Dixon Manor, Southampton",SO14 5EJ,1971-07-15,glen,ali,glenali,glen.ali@gmail.com,07831935258,960 dixon manor southampton,SO145EJ,1971-07-15,2025-08-01,Email,Glen,Ali,1971-07-15,glen.ali@gmail.com,+44 7831935258,"960 Dixon Manor, Southampton",SO14 5EJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002615,CRM,CRM002615,DCL002615,PCL002615,unresolved_singleton,Unresolved,1,1,,,,CRM002615,,,,,,,Lawrence,Bird,Lawrence Bird,lawrence.bird@hotmail.com,+44 7616257291,"861 Brandon Terrace, London",NW14YL,1945-05-10,lawrence,bird,lawrencebird,lawrence.bird@hotmail.com,07616257291,861 brandon terrace london,NW14YL,1945-05-10,2020-07-06,Email,Lawrence,Bird,1945-05-10,lawrence.bird@hotmail.com,+44 7616257291,"861 Brandon Terrace, London",NW14YL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002662,CRM,CRM002662,DCL002662,PCL002662,unresolved_singleton,Unresolved,1,1,,,,CRM002662,,,,,,,Raymond,Harper,Raymond Harper,raymond.harper@yahoo.com,+44 7759172472,"Flat 7, Harvey Avenue, London",E1 6QQ,1983-12-01,raymond,harper,raymondharper,raymond.harper@yahoo.com,07759172472,flat 7 harvey avenue london,E16QQ,1983-12-01,2025-06-06,Telephone,Raymond,Harper,1983-12-01,raymond.harper@yahoo.com,+44 7759172472,"Flat 7, Harvey Avenue, London",E1 6QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002666,CRM,CRM002666,DCL002666,PCL002666,unresolved_singleton,Unresolved,1,1,,,,CRM002666,,,,,,,J.,Griffiths,J. Griffiths,joe.griffiths@wanadoo.fr,,"Studio 89, Price Village, London",W1 2DS,1954-06-19,j,griffiths,jgriffiths,joe.griffiths@wanadoo.fr,,studio 89 price village london,W12DS,1954-06-19,2023-04-16,Email,J.,Griffiths,1954-06-19,joe.griffiths@wanadoo.fr,,"Studio 89, Price Village, London",W1 2DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002692,CRM,CRM002692,DCL002692,PCL002692,unresolved_singleton,Unresolved,1,1,,,,CRM002692,,,,,USR001486,,Stewart,cSott,Stewart cSott,stewart.scott@msn.com,+44 7900185894,"Flat 70Y, Patrick Tunnel, Norwich",NR1 7LA,1998-10-18,stewart,csott,stewartcsott,stewart.scott@msn.com,07900185894,flat 70y patrick tunnel norwich,NR17LA,1998-10-18,2018-05-11,Telephone,Stewart,cSott,1998-10-18,stewart.scott@msn.com,+44 7900185894,"Flat 70Y, Patrick Tunnel, Norwich",NR1 7LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002694,CRM,CRM002694,DCL002694,PCL002694,unresolved_singleton,Unresolved,1,1,,,,CRM002694,,,,,,,Sian,Anderson,Sian Anderson,sian.anderson@gmail.com,+44 7904313550,"73 Martin Springs, Edinburgh",EH1 6KS,1973-05-05,sian,anderson,siananderson,sian.anderson@gmail.com,07904313550,73 martin springs edinburgh,EH16KS,1973-05-05,2022-08-03,Email,Sian,Anderson,1973-05-05,sian.anderson@gmail.com,+44 7904313550,"73 Martin Springs, Edinburgh",EH1 6KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002761,CRM,CRM002761,DCL002761,PCL002761,unresolved_singleton,Unresolved,1,1,,,,CRM002761,,,,,,,Christopher,Davies,Christopher Davies,christopher.davies@gmail.com,+44 7207371820,"Studio 37, Darren Meadows, Newry",BT34 5NN,1991-07-19,christopher,davies,christopherdavies,christopher.davies@gmail.com,07207371820,studio 37 darren meadows newry,BT345NN,1991-07-19,2025-06-19,Email,Christopher,Davies,1991-07-19,christopher.davies@gmail.com,+44 7207371820,"Studio 37, Darren Meadows, Newry",BT34 5NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002832,CRM,CRM002832,DCL002832,PCL002832,unresolved_singleton,Unresolved,1,1,,,,CRM002832,,,,,,,Douglas,Smith,Douglas Smith,douglas.smith@gmail.com,+44 7771892013,"78 Morris Parkway, Preston",PR1 8RQ,1943-04-10,douglas,smith,douglassmith,douglas.smith@gmail.com,07771892013,78 morris parkway preston,PR18RQ,1943-04-10,2021-05-18,Email,Douglas,Smith,1943-04-10,douglas.smith@gmail.com,+44 7771892013,"78 Morris Parkway, Preston",PR1 8RQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG002859,CRM,CRM002859,DCL002859,PCL002859,unresolved_singleton,Unresolved,1,1,,,,CRM002859,,,,,USR001578,,Heather,Gordon,Heather Gordon,heather.gordon@hotmail.com,+44 7549664187,,CB11UK,1996-08-16,heather,gordon,heathergordon,heather.gordon@hotmail.com,07549664187,,CB11UK,1996-08-16,2022-12-04,Email,Heather,Gordon,1996-08-16,heather.gordon@hotmail.com,+44 7549664187,,CB11UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003021,CRM,CRM003021,DCL003021,PCL003021,unresolved_singleton,Unresolved,1,1,,,,CRM003021,,,,,,,Clare,Smith,Clare Smith,clare.smith@gmail.com,+44 7374225373,"616 Sanderson Lock, Guildford",GU1 7WU,1969-11-10,clare,smith,claresmith,clare.smith@gmail.com,07374225373,616 sanderson lock guildford,GU17WU,1969-11-10,2019-07-30,Email,Clare,Smith,1969-11-10,clare.smith@gmail.com,+44 7374225373,"616 Sanderson Lock, Guildford",GU1 7WU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003046,CRM,CRM003046,DCL003046,PCL003046,unresolved_singleton,Unresolved,1,1,,,,CRM003046,,,,,,,Arthur,Hutchinson,Arthur Hutchinson,arthur.hutchinson@hotmail.com,+44 7425141380,"Flat 7, Mohamed Unions, Chester",CH1 1CH,1961-01-13,arthur,hutchinson,arthurhutchinson,arthur.hutchinson@hotmail.com,07425141380,flat 7 mohamed unions chester,CH11CH,1961-01-13,2025-01-19,Telephone,Arthur,Hutchinson,1961-01-13,arthur.hutchinson@hotmail.com,+44 7425141380,"Flat 7, Mohamed Unions, Chester",CH1 1CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003077,CRM,CRM003077,DCL003077,PCL003077,unresolved_singleton,Unresolved,1,1,,,,CRM003077,,,,,,,M.,Houghton,M. Houghton,mandy.houghton@yahoo.com,07315079727,"Studio 81, Daly Branch, London",SE1 1ZG,1980-08-08,m,houghton,mhoughton,mandy.houghton@yahoo.com,07315079727,studio 81 daly branch london,SE11ZG,1980-08-08,2025-07-04,Email,M.,Houghton,1980-08-08,mandy.houghton@yahoo.com,07315079727,"Studio 81, Daly Branch, London",SE1 1ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003111,CRM,CRM003111,DCL003111,PCL003111,unresolved_singleton,Unresolved,1,1,,,,CRM003111,,,,,USR001727,,Cameron,Nixon,Cameron Nixon,cameron.nixon@hotmail.com,+44 7950464425,"8 Fox Village, Wrexham",LL11 1SE,2003-09-25,cameron,nixon,cameronnixon,cameron.nixon@hotmail.com,07950464425,8 fox village wrexham,LL111SE,2003-09-25,2025-09-10,Email,Cameron,Nixon,2003-09-25,cameron.nixon@hotmail.com,+44 7950464425,"8 Fox Village, Wrexham",LL11 1SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003115,CRM,CRM003115,DCL003115,PCL003115,unresolved_singleton,Unresolved,1,1,,,,CRM003115,,,,,USR001729,,Stephen,Richards,Stephen Richards,stephen.richards@gmail.com,+44 7841612812,"60 Terence Drives, Lincoln",LN1 9GH,1949-01-30,stephen,richards,stephenrichards,stephen.richards@gmail.com,07841612812,60 terence drives lincoln,LN19GH,1949-01-30,2024-12-28,Telephone,Stephen,Richards,1949-01-30,stephen.richards@gmail.com,+44 7841612812,"60 Terence Drives, Lincoln",LN1 9GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003119,CRM,CRM003119,DCL003119,PCL003119,unresolved_singleton,Unresolved,1,1,,,,CRM003119,,,,,USR001731,,Eleanor,Clayton,Eleanor Clayton,eleanor.clayton@yahoo.com,+44 7686661973,"Studio 4, Jemma Garden, Bath",BA1 2CF,1980-03-25,eleanor,clayton,eleanorclayton,eleanor.clayton@yahoo.com,07686661973,studio 4 jemma garden bath,BA12CF,1980-03-25,2025-12-30,Email,Eleanor,Clayton,1980-03-25,eleanor.clayton@yahoo.com,+44 7686661973,"Studio 4, Jemma Garden, Bath",BA1 2CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003247,CRM,CRM003247,DCL003247,PCL003247,unresolved_singleton,Unresolved,1,1,,,,CRM003247,,,,,,,Bernard,Bradley,Bernard Bradley,bernard.bradley@yahoo.com,07012 993 348,"Flat 86, Chapman Union, Chester",CH1 8VJ,1986-08-11,bernard,bradley,bernardbradley,bernard.bradley@yahoo.com,07012993348,flat 86 chapman union chester,CH18VJ,1986-08-11,2018-04-10,Email,Bernard,Bradley,1986-08-11,bernard.bradley@yahoo.com,07012 993 348,"Flat 86, Chapman Union, Chester",CH1 8VJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003272,CRM,CRM003272,DCL003272,PCL003272,unresolved_singleton,Unresolved,1,1,,,,CRM003272,,,,,,,Kelly,Hughes,Kelly Hughes,kelly.hughes@hotmail.com,,"Studio 11, Griffiths Stream, London",SE1 5OZ,1968-09-18,kelly,hughes,kellyhughes,kelly.hughes@hotmail.com,,studio 11 griffiths stream london,SE15OZ,1968-09-18,2021-12-19,Email,Kelly,Hughes,1968-09-18,kelly.hughes@hotmail.com,,"Studio 11, Griffiths Stream, London",SE1 5OZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003285,CRM,CRM003285,DCL003285,PCL003285,unresolved_singleton,Unresolved,1,1,,,,CRM003285,,,,,USR001830,,June,Walters,June Walters,june.walters@yahoo.com,+44 7492729126,"Studio 5, Harrison Forest, Nottingham",NG1 5WF,1995-02-17,june,walters,junewalters,june.walters@yahoo.com,07492729126,studio 5 harrison forest nottingham,NG15WF,1995-02-17,2025-01-12,Telephone,June,Walters,1995-02-17,june.walters@yahoo.com,+44 7492729126,"Studio 5, Harrison Forest, Nottingham",NG1 5WF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003385,CRM,CRM003385,DCL003385,PCL003385,unresolved_singleton,Unresolved,1,1,,,,CRM003385,,,,,,,Damien,Rogers,Damien Rogers,damien.rogers@hotmail.com,+44 7124453606,"Studio 2, Evans Mountains, Coventry",CV1 7CQ,1998-11-29,damien,rogers,damienrogers,damien.rogers@hotmail.com,07124453606,studio 2 evans mountains coventry,CV17CQ,1998-11-29,2025-04-13,Email,Damien,Rogers,1998-11-29,damien.rogers@hotmail.com,+44 7124453606,"Studio 2, Evans Mountains, Coventry",CV1 7CQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003406,CRM,CRM003406,DCL003406,PCL003406,unresolved_singleton,Unresolved,1,1,,,,CRM003406,,,,,,,Emma,Gant,Emma Gant,emma.grant@yahoo.fr,+44 7857833081,"Flat 73, Patterson Route, Durham",DH1 1YC,1995-07-09,emma,gant,emmagant,emma.grant@yahoo.fr,07857833081,flat 73 patterson route durham,DH11YC,1995-07-09,2025-12-27,Telephone,Emma,Gant,1995-07-09,emma.grant@yahoo.fr,+44 7857833081,"Flat 73, Patterson Route, Durham",DH1 1YC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003415,CRM,CRM003415,DCL003415,PCL003415,unresolved_singleton,Unresolved,1,1,,,,CRM003415,,,,,,,Katy,Crawford,Katy Crawford,katy.crawford@gmail.com,0044 7908942539,"211 Pearson Roads, Bath",BA1 3YF,1954-06-11,katy,crawford,katycrawford,katy.crawford@gmail.com,07908942539,211 pearson roads bath,BA13YF,1954-06-11,2018-05-07,Email,Katy,Crawford,1954-06-11,katy.crawford@gmail.com,0044 7908942539,"211 Pearson Roads, Bath",BA1 3YF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003607,CRM,CRM003607,DCL003607,PCL003607,unresolved_singleton,Unresolved,1,1,,,,CRM003607,,,,,,,Ashley,Clarke,Ashley Clarke,ashley.clarke@yahoo.com,,"02 Gavin Wall, Aberdeen",AB10 1ET,1968-09-17,ashley,clarke,ashleyclarke,ashley.clarke@yahoo.com,,02 gavin wall aberdeen,AB101ET,1968-09-17,2023-06-13,Email,Ashley,Clarke,1968-09-17,ashley.clarke@yahoo.com,,"02 Gavin Wall, Aberdeen",AB10 1ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003702,CRM,CRM003702,DCL003702,PCL003702,unresolved_singleton,Unresolved,1,1,,,,CRM003702,,,,,,,Rita,Morris,Rita Morris,rita.morris@hotmail.com,+44 7976049614,"Studio 05, Wright Square, Southampton",SO14 3OJ,1952-04-24,rita,morris,ritamorris,rita.morris@hotmail.com,07976049614,studio 05 wright square southampton,SO143OJ,1952-04-24,2025-05-28,Email,Rita,Morris,1952-04-24,rita.morris@hotmail.com,+44 7976049614,"Studio 05, Wright Square, Southampton",SO14 3OJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003709,CRM,CRM003709,DCL003709,PCL003709,unresolved_singleton,Unresolved,1,1,,,,CRM003709,,,,,USR002069,,Carl,Carter,Carl Carter,carl.carter@gmail.com,,"7 Mitchell Trace, Southampton",SO14 2LC,1962-05-28,carl,carter,carlcarter,carl.carter@gmail.com,,7 mitchell trace southampton,SO142LC,1962-05-28,2025-03-08,Mail,Carl,Carter,1962-05-28,carl.carter@gmail.com,,"7 Mitchell Trace, Southampton",SO14 2LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003755,CRM,CRM003755,DCL003755,PCL003755,unresolved_singleton,Unresolved,1,1,,,,CRM003755,,,,,,,Denise,Whitehouse,Denise Whitehouse,denise.whitehouse@gmail.com,+44 7141259421,"88 Thomas Mountains, Reading",RG1 3OZ,1965-11-19,denise,whitehouse,denisewhitehouse,denise.whitehouse@gmail.com,07141259421,88 thomas mountains reading,RG13OZ,1965-11-19,2020-04-09,Email,Denise,Whitehouse,1965-11-19,denise.whitehouse@gmail.com,+44 7141259421,"88 Thomas Mountains, Reading",RG1 3OZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003787,CRM,CRM003787,DCL003787,PCL003787,unresolved_singleton,Unresolved,1,1,,,,CRM003787,,,,,,,Lynda,Mellor,Lynda Mellor,lynda.mellor@yahoo.com,,"Flat 86k, Clarke Camp, Derry",BT48 3NE,1950-11-30,lynda,mellor,lyndamellor,lynda.mellor@yahoo.com,,flat 86k clarke camp derry,BT483NE,1950-11-30,2022-12-18,Email,Lynda,Mellor,1950-11-30,lynda.mellor@yahoo.com,,"Flat 86k, Clarke Camp, Derry",BT48 3NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003868,CRM,CRM003868,DCL003868,PCL003868,unresolved_singleton,Unresolved,1,1,,,,CRM003868,,,,,,,Shaun,Spencer,Shaun Spencer,,+44 7733525672,"Studio 52x, Jones Circle, Bath",BA1 0CI,1967-03-14,shaun,spencer,shaunspencer,,07733525672,studio 52x jones circle bath,BA10CI,1967-03-14,2025-02-17,Telephone,Shaun,Spencer,1967-03-14,,+44 7733525672,"Studio 52x, Jones Circle, Bath",BA1 0CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003890,CRM,CRM003890,DCL003890,PCL003890,unresolved_singleton,Unresolved,1,1,,,,CRM003890,,,,,,,Kelly,Doherty,Kelly Doherty,kelly.doherty@yahoo.com,+44 7813868395,"168 Bird Unions, Inverness",IV1 3ZU,1986-07-29,kelly,doherty,kellydoherty,kelly.doherty@yahoo.com,07813868395,168 bird unions inverness,IV13ZU,1986-07-29,2025-11-17,Telephone,Kelly,Doherty,1986-07-29,kelly.doherty@yahoo.com,+44 7813868395,"168 Bird Unions, Inverness",IV1 3ZU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003954,CRM,CRM003954,DCL003954,PCL003954,unresolved_singleton,Unresolved,1,1,,,,CRM003954,,,,,,,Nathan,Coles,Nathan Coles,nathan.coles@gmail.com,+447974756244,"Flat 6, Lydia Lodge, Exeter",EX1 6ZL,1973-08-14,nathan,coles,nathancoles,nathan.coles@gmail.com,07974756244,flat 6 lydia lodge exeter,EX16ZL,1973-08-14,2019-01-02,Email,Nathan,Coles,1973-08-14,nathan.coles@gmail.com,+447974756244,"Flat 6, Lydia Lodge, Exeter",EX1 6ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003963,CRM,CRM003963,DCL003963,PCL003963,unresolved_singleton,Unresolved,1,1,,,,CRM003963,,,,,,,Janice,Fowler,Janice Fowler,,+44 7804360915,,OX1 1XY,1949-09-27,janice,fowler,janicefowler,,07804360915,,OX11XY,1949-09-27,2020-04-25,Telephone,Janice,Fowler,1949-09-27,,+44 7804360915,,OX1 1XY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG003975,CRM,CRM003975,DCL003975,PCL003975,unresolved_singleton,Unresolved,1,1,,,,CRM003975,,,,,,,Calr,Harper,Calr Harper,carl.harper@hotmail.co.uk,+44 7294998278,"4 Gareth Lake, Middlesbrough",TS1 9GG,1945-09-09,calr,harper,calrharper,carl.harper@hotmail.co.uk,07294998278,4 gareth lake middlesbrough,TS19GG,1945-09-09,2021-03-06,Mail,Calr,Harper,1945-09-09,carl.harper@hotmail.co.uk,+44 7294998278,"4 Gareth Lake, Middlesbrough",TS1 9GG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG004089,CRM,CRM004089,DCL004089,PCL004089,unresolved_singleton,Unresolved,1,1,,,,CRM004089,,,,,,,Charlene,Mitchell,Charlene Mitchell,charlene.mitchell@yahoo.com,+44 7964693311,"7 Annette Terrace, Harrogate",HG1 4MT,1979-05-02,charlene,mitchell,charlenemitchell,charlene.mitchell@yahoo.com,07964693311,7 annette terrace harrogate,HG14MT,1979-05-02,2018-01-10,Email,Charlene,Mitchell,1979-05-02,charlene.mitchell@yahoo.com,+44 7964693311,"7 Annette Terrace, Harrogate",HG1 4MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG004102,CRM,CRM004102,DCL004102,PCL004102,unresolved_singleton,Unresolved,1,1,,,,CRM004102,,,,,,,Martyn,Burke,Martyn Burke,martyn.burke@aol.com,+44 7363416301,"Studio 4, Sandra Court, Carlisle",CA14IX,1979-11-17,martyn,burke,martynburke,martyn.burke@aol.com,07363416301,studio 4 sandra court carlisle,CA14IX,1979-11-17,2022-08-31,Telephone,Martyn,Burke,1979-11-17,martyn.burke@aol.com,+44 7363416301,"Studio 4, Sandra Court, Carlisle",CA14IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG004124,CRM,CRM004124,DCL004124,PCL004124,unresolved_singleton,Unresolved,1,1,,,,CRM004124,,,,,,,Denise,Simpson,Denise Simpson,denise.simpson@hotmail.com,+44 7605455323,"Studio 2, Joan Road, London",N1 3DB,1972-06-02,denise,simpson,denisesimpson,denise.simpson@hotmail.com,07605455323,studio 2 joan road london,N13DB,1972-06-02,2025-08-31,Email,Denise,Simpson,1972-06-02,denise.simpson@hotmail.com,+44 7605455323,"Studio 2, Joan Road, London",N1 3DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG004149,CRM,CRM004149,DCL004149,PCL004149,unresolved_singleton,Unresolved,1,1,,,,CRM004149,,,,,,,L.,Joyce,L. Joyce,louis.joyce@hotmail.com,+44 7046961575,"227 Tracey Springs, Ipswich",IP10OL,1950-07-02,l,joyce,ljoyce,louis.joyce@hotmail.com,07046961575,227 tracey springs ipswich,IP10OL,1950-07-02,2025-06-26,Email,L.,Joyce,1950-07-02,louis.joyce@hotmail.com,+44 7046961575,"227 Tracey Springs, Ipswich",IP10OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG004185,CRM,CRM004185,DCL004185,PCL004185,unresolved_singleton,Unresolved,1,1,,,,CRM004185,,,,,,,James,Griffiths,James Griffiths,JAMES.GRIFFITHS@GMAIL.COM,+44 7657592622,"24 Kathleen Summit, Hull",HU1 3MF,1976-06-07,james,griffiths,jamesgriffiths,james.griffiths@gmail.com,07657592622,24 kathleen summit hull,HU13MF,1976-06-07,2025-03-28,Email,James,Griffiths,1976-06-07,JAMES.GRIFFITHS@GMAIL.COM,+44 7657592622,"24 Kathleen Summit, Hull",HU1 3MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG004240,CRM,CRM004240,DCL004240,PCL004240,unresolved_singleton,Unresolved,1,1,,,,CRM004240,,,,,,,Jack,Atkinson,Jack Atkinson,jack.atkinson@hotmail.com,+44 7023355414,"1 Jennifer Plaza, Cambridge",CB10KY,1973-06-13,jack,atkinson,jackatkinson,jack.atkinson@hotmail.com,07023355414,1 jennifer plaza cambridge,CB10KY,1973-06-13,2025-10-31,Email,Jack,Atkinson,1973-06-13,jack.atkinson@hotmail.com,+44 7023355414,"1 Jennifer Plaza, Cambridge",CB10KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
