source_system,source_record_id,crm_customer_id,transaction_id,marketing_contact_id,session_id,support_ticket_id,portal_user_id,linked_transaction_id,first_name_raw,surname_raw,full_name_raw,email_raw,phone_raw,address_raw,postcode_raw,date_of_birth_raw,first_name_normalised,surname_normalised,full_name_normalised,email_normalised,phone_normalised,address_normalised,postcode_normalised,date_of_birth_normalised,support_ticket_created_date_time,requester_name,requester_email,requester_phone,contact_channel,issue_category,ticket_status,resolution_time_hours_minutes
SUPPORT,SUP000093,,,,,SUP000093,,,,,Debra Williams,debra.williams@yahoo.com,+44 7956758906,,,,,,debrawilliams,debra.williams@yahoo.com,07956758906,,,,2025-01-09 04:00:43,Debra Williams,debra.williams@yahoo.com,+44 7956758906,Email,Enquiry,Resolved,04:58
SUPPORT,SUP000094,,,,,SUP000094,,,,,Gerard Smith,gerard.smith@hotmail.com,+44 7676354889,,,,,,gerardsmith,gerard.smith@hotmail.com,07676354889,,,,2025-01-09 05:25:35,Gerard Smith,gerard.smith@hotmail.com,+44 7676354889,Email,Refund request,Open,
SUPPORT,SUP000095,,,,,SUP000095,,,,,Dennis Graham,denni.sgraham@gmail.com,+44 7678519791,,,,,,dennisgraham,denni.sgraham@gmail.com,07678519791,,,,2025-01-09 11:05:26,Dennis Graham,denni.sgraham@gmail.com,+44 7678519791,Email,Accessibility,Resolved,10:26
SUPPORT,SUP000096,,,,,SUP000096,,,,,Amanda Fraser,amanda.fraser@gmail.com,+44 7358210777,,,,,,amandafraser,amanda.fraser@gmail.com,07358210777,,,,2025-01-09 15:21:40,Amanda Fraser,amanda.fraser@gmail.com,+44 7358210777,Phone,Enquiry,Resolved,05:21
SUPPORT,SUP000097,,,,,SUP000097,,,,,Lindsey Spencer,lindsey.spencer@hotmail.com,+44 7910762273,,,,,,lindseyspencer,lindsey.spencer@hotmail.com,07910762273,,,,2025-01-09 17:38:48,Lindsey Spencer,lindsey.spencer@hotmail.com,+44 7910762273,Email,Refund request,Resolved,28:26
SUPPORT,SUP000098,,,,,SUP000098,,,,,Rebecca Bennett,rebecca.bennett@gmail.com,+44 7234945545,,,,,,rebeccabennett,rebecca.bennett@gmail.com,07234945545,,,,2025-01-09 21:07:00,Rebecca Bennett,rebecca.bennett@gmail.com,+44 7234945545,Email,Refund request,Resolved,39:06
SUPPORT,SUP000099,,,,,SUP000099,,,,,Stanley Parker,stanley.parker@gmail.com,+44 7168437815,,,,,,stanleyparker,stanley.parker@gmail.com,07168437815,,,,2025-01-09 21:59:36,Stanley Parker,stanley.parker@gmail.com,+44 7168437815,Email,Refund request,Resolved,07:50
SUPPORT,SUP000100,,,,,SUP000100,,,,,Dennis Craig,dennis.craig@yahoo.fr,+44 7076701153,,,,,,denniscraig,dennis.craig@yahoo.fr,07076701153,,,,2025-01-09 22:03:16,Dennis Craig,dennis.craig@yahoo.fr,+44 7076701153,Email,Complaint,Resolved,20:18
SUPPORT,SUP000101,,,,,SUP000101,,,,,Deborah O'Connor,deborah.oconnor@yahoo.com,+44 7093257056,,,,,,deborahoconnor,deborah.oconnor@yahoo.com,07093257056,,,,2025-01-09 22:11:48,Deborah O'Connor,deborah.oconnor@yahoo.com,+44 7093257056,Email,Refund request,Resolved,04:54
SUPPORT,SUP000102,,,,,SUP000102,,,,,Catherine Andrews,catherine.andrews@yahoo.com,,,,,,,catherineandrews,catherine.andrews@yahoo.com,,,,,2025-01-09 22:22:02,Catherine Andrews,catherine.andrews@yahoo.com,,Email,Enquiry,Resolved,07:28
SUPPORT,SUP000103,,,,,SUP000103,,,,,Rebecca Evans,rbeecca.evans@hotmail.com,+44 7140863963,,,,,,rebeccaevans,rbeecca.evans@hotmail.com,07140863963,,,,2025-01-10 07:31:36,Rebecca Evans,rbeecca.evans@hotmail.com,+44 7140863963,Email,Refund request,Open,
SUPPORT,SUP000104,,,,,SUP000104,,,,,Anna Edwards,anna.edwards@gmail.com,+44 7697088604,,,,,,annaedwards,anna.edwards@gmail.com,07697088604,,,,2025-01-10 08:46:13,Anna Edwards,anna.edwards@gmail.com,+44 7697088604,Email,Refund request,Resolved,02:37
SUPPORT,SUP000105,,,,,SUP000105,,,,,Roy Hurst,roy.hurst@yahoo.com,,,,,,,royhurst,roy.hurst@yahoo.com,,,,,2025-01-10 10:37:09,Roy Hurst,roy.hurst@yahoo.com,,Email,Accessibility,Resolved,12:01
SUPPORT,SUP000106,,,,,SUP000106,,,,,Billy Marsh,,+44 7210191546,,,,,,billymarsh,,07210191546,,,,2025-01-10 11:14:33,Billy Marsh,,+44 7210191546,Phone,Refund request,Resolved,08:06
SUPPORT,SUP000107,,,,,SUP000107,,,,,Kelly Schofield,,+44 7227672729,,,,,,kellyschofield,,07227672729,,,,2025-01-10 18:26:46,Kelly Schofield,,+44 7227672729,Phone,Refund request,Resolved,20:26
SUPPORT,SUP000108,,,,,SUP000108,,,,,Patricia Webb,patricia.webb@hotmail.com,+44 7533778577,,,,,,patriciawebb,patricia.webb@hotmail.com,07533778577,,,,2025-01-10 19:17:57,Patricia Webb,patricia.webb@hotmail.com,+44 7533778577,Email,Enquiry,Resolved,05:55
SUPPORT,SUP000109,,,,,SUP000109,,,,,Michelle Turner,michelle.turner@yahoo.fr,+44 7909059917,,,,,,michelleturner,michelle.turner@yahoo.fr,07909059917,,,,2025-01-10 21:26:21,Michelle Turner,michelle.turner@yahoo.fr,+44 7909059917,Email,Refund request,Resolved,20:44
SUPPORT,SUP000110,,,,,SUP000110,,,,,Louise Pearson,louise.pearson@yahoo.com,+44 7892186629,,,,,,louisepearson,louise.pearson@yahoo.com,07892186629,,,,2025-01-10 21:50:50,Louise Pearson,louise.pearson@yahoo.com,+44 7892186629,Phone,Refund request,Resolved,45:13
SUPPORT,SUP000111,,,,,SUP000111,,,,,Mitchell Todd,mitchell.todd@hotmail.com,+44 7723060596,,,,,,mitchelltodd,mitchell.todd@hotmail.com,07723060596,,,,2025-01-11 01:24:18,Mitchell Todd,mitchell.todd@hotmail.com,+44 7723060596,Email,Refund request,Resolved,06:41
SUPPORT,SUP000112,,,,,SUP000112,,,,,Chelsea Kay,chelsea.kay@hotmail.com,,,,,,,chelseakay,chelsea.kay@hotmail.com,,,,,2025-01-11 15:44:27,Chelsea Kay,chelsea.kay@hotmail.com,,Email,Enquiry,Resolved,09:43
SUPPORT,SUP000113,,,,,SUP000113,,,,,Frank Jackson,frank.jackson@hotmail.com,,,,,,,frankjackson,frank.jackson@hotmail.com,,,,,2025-01-11 16:07:37,Frank Jackson,frank.jackson@hotmail.com,,Email,Enquiry,Resolved,10:10
SUPPORT,SUP000114,,,,,SUP000114,,,,,Natasha Middleton,natasha.middleton@yahoo.com,,,,,,,natashamiddleton,natasha.middleton@yahoo.com,,,,,2025-01-11 16:29:47,Natasha Middleton,natasha.middleton@yahoo.com,,Email,Accessibility,Resolved,05:21
SUPPORT,SUP000115,,,,,SUP000115,,,,,Lewis Thornton,lewis.thornton@hotmail.co.uk,+44 7743390083,,,,,,lewisthornton,lewis.thornton@hotmail.co.uk,07743390083,,,,2025-01-11 17:04:43,Lewis Thornton,lewis.thornton@hotmail.co.uk,+44 7743390083,Email,Enquiry,Resolved,20:07
SUPPORT,SUP000116,,,,,SUP000116,,,,,Bernard O'Donnell,,+44 7633307557,,,,,,bernardodonnell,,07633307557,,,,2025-01-11 17:34:37,Bernard O'Donnell,,+44 7633307557,Phone,Accessibility,Resolved,10:34
SUPPORT,SUP000117,,,,,SUP000117,,,,,Tracey O'Connor,tracey.oconnor@yahoo.com,+44 7942776315,,,,,,traceyoconnor,tracey.oconnor@yahoo.com,07942776315,,,,2025-01-11 23:17:17,Tracey O'Connor,tracey.oconnor@yahoo.com,+44 7942776315,Email,Refund request,Resolved,33:44
SUPPORT,SUP000118,,,,,SUP000118,,,,,Wendy Green,wendy.green2@hotmail.com,+44 7137585550,,,,,,wendygreen,wendy.green2@hotmail.com,07137585550,,,,2025-01-11 23:31:35,Wendy Green,wendy.green2@hotmail.com,+44 7137585550,Email,Refund request,Open,
SUPPORT,SUP000119,,,,,SUP000119,,,,,Timothy Howarth,timothy.howarth@hotmail.com,,,,,,,timothyhowarth,timothy.howarth@hotmail.com,,,,,2025-01-12 04:08:57,Timothy Howarth,timothy.howarth@hotmail.com,,Email,Enquiry,Resolved,02:44
SUPPORT,SUP000120,,,,,SUP000120,,,,,Clive Singh,clive.singh@gmail.com,+44 7594211925,,,,,,clivesingh,clive.singh@gmail.com,07594211925,,,,2025-01-12 06:38:09,Clive Singh,clive.singh@gmail.com,+44 7594211925,Email,Refund request,Resolved,14:46
SUPPORT,SUP000121,,,,,SUP000121,,,,,Rachael Houghton,rachael.houghton@hotmail.com,+44 7377841894,,,,,,rachaelhoughton,rachael.houghton@hotmail.com,07377841894,,,,2025-01-12 10:53:03,Rachael Houghton,rachael.houghton@hotmail.com,+44 7377841894,Email,Refund request,Resolved,06:36
SUPPORT,SUP000122,,,,,SUP000122,,,,,Dylan Saunders,dylan.saunders@yahoo.com,+44 7322269026,,,,,,dylansaunders,dylan.saunders@yahoo.com,07322269026,,,,2025-01-12 11:40:27,Dylan Saunders,dylan.saunders@yahoo.com,+44 7322269026,Email,Refund request,Open,
SUPPORT,SUP000123,,,,,SUP000123,,,,,Russell Davies,russell.davies@hotmail.fr,+44 7410592199,,,,,,russelldavies,russell.davies@hotmail.fr,07410592199,,,,2025-01-12 14:10:38,Russell Davies,russell.davies@hotmail.fr,+44 7410592199,Phone,Enquiry,Resolved,08:10
SUPPORT,SUP000124,,,,,SUP000124,,,,,Kenneth Carter,kenneth.carter@orange.fr,+44 7218099887,,,,,,kennethcarter,kenneth.carter@orange.fr,07218099887,,,,2025-01-12 15:44:42,Kenneth Carter,kenneth.carter@orange.fr,+44 7218099887,Phone,Enquiry,Resolved,05:58
SUPPORT,SUP000125,,,,,SUP000125,,,,,Christopher Watson,christopher.watson@yahoo.com,+44 7580035481,,,,,,christopherwatson,christopher.watson@yahoo.com,07580035481,,,,2025-01-12 17:11:39,Christopher Watson,christopher.watson@yahoo.com,+44 7580035481,Phone,Complaint,Open,
SUPPORT,SUP000126,,,,,SUP000126,,,,,Shaun Noble,shaun.noble@yahoo.com,+44 7045831376,,,,,,shaunnoble,shaun.noble@yahoo.com,07045831376,,,,2025-01-12 18:58:05,Shaun Noble,shaun.noble@yahoo.com,+44 7045831376,Email,Refund request,Resolved,11:31
SUPPORT,SUP000127,,,,,SUP000127,,,,,Kate Waters,kate.waters@hotmail.com,,,,,,,katewaters,kate.waters@hotmail.com,,,,,2025-01-12 21:10:17,Kate Waters,kate.waters@hotmail.com,,Email,Refund request,Resolved,13:01
SUPPORT,SUP000128,,,,,SUP000128,,,,,Vanessa Wade,vanessa.wade@msn.com,+44 7104466830,,,,,,vanessawade,vanessa.wade@msn.com,07104466830,,,,2025-01-12 23:20:47,Vanessa Wade,vanessa.wade@msn.com,+44 7104466830,Email,Complaint,Resolved,19:56
SUPPORT,SUP000129,,,,,SUP000129,,,,,Kathleen Lewis,kathleen.lewis@gmail.com,+44 7283333273,,,,,,kathleenlewis,kathleen.lewis@gmail.com,07283333273,,,,2025-01-13 04:40:05,Kathleen Lewis,kathleen.lewis@gmail.com,+44 7283333273,Email,Refund request,Resolved,33:02
SUPPORT,SUP000130,,,,,SUP000130,,,,,Duncan Mills,duncanmills@hotmail.com,+44 7998249040,,,,,,duncanmills,duncanmills@hotmail.com,07998249040,,,,2025-01-13 05:39:34,Duncan Mills,duncanmills@hotmail.com,+44 7998249040,Email,Enquiry,Resolved,05:20
SUPPORT,SUP000131,,,,,SUP000131,,,,,Leah Singh,leah.singh@hotmail.fr,+44 7757898807,,,,,,leahsingh,leah.singh@hotmail.fr,07757898807,,,,2025-01-13 11:11:37,Leah Singh,leah.singh@hotmail.fr,+44 7757898807,Email,Complaint,Resolved,31:23
SUPPORT,SUP000132,,,,,SUP000132,,,,,Irene Edwards,irene.edwards@aol.com,+44 7233909753,,,,,,ireneedwards,irene.edwards@aol.com,07233909753,,,,2025-01-13 11:59:22,Irene Edwards,irene.edwards@aol.com,+44 7233909753,Email,Refund request,Resolved,03:09
SUPPORT,SUP000133,,,,,SUP000133,,,,,John Owens,john.owens@hotmail.co.uk,+44 7681516504,,,,,,johnowens,john.owens@hotmail.co.uk,07681516504,,,,2025-01-13 12:48:11,John Owens,john.owens@hotmail.co.uk,+44 7681516504,Phone,Enquiry,Resolved,01:10
SUPPORT,SUP000134,,,,,SUP000134,,,,,Russell Howard,russell.howard@hotmail.com,+44 7448526998,,,,,,russellhoward,russell.howard@hotmail.com,07448526998,,,,2025-01-13 13:02:04,Russell Howard,russell.howard@hotmail.com,+44 7448526998,Email,Enquiry,Resolved,24:21
SUPPORT,SUP000135,,,,,SUP000135,,,,,Thomas Kelly,thomas.kelly@yahoo.com,+44 7496852755,,,,,,thomaskelly,thomas.kelly@yahoo.com,07496852755,,,,2025-01-13 13:51:18,Thomas Kelly,thomas.kelly@yahoo.com,+44 7496852755,Email,Refund request,Resolved,09:34
SUPPORT,SUP000136,,,,,SUP000136,,,,,Zoe Moss,,+44 7002394496,,,,,,zoemoss,,07002394496,,,,2025-01-13 15:23:11,Zoe Moss,,+44 7002394496,Phone,Enquiry,Resolved,09:34
SUPPORT,SUP000137,,,,,SUP000137,,,,,Bethan Jones,bethan.jones@yahoo.com,+44 7164116802,,,,,,bethanjones,bethan.jones@yahoo.com,07164116802,,,,2025-01-13 19:22:21,Bethan Jones,bethan.jones@yahoo.com,+44 7164116802,Email,Complaint,Open,
SUPPORT,SUP000138,,,,,SUP000138,,,,,Karen James,karen.james2@hotmail.com,+44 7900616856,,,,,,karenjames,karen.james2@hotmail.com,07900616856,,,,2025-01-13 22:05:41,Karen James,karen.james2@hotmail.com,+44 7900616856,Phone,Complaint,Resolved,14:51
SUPPORT,SUP000139,,,,,SUP000139,,,,,Gerard Robson,gerard.robson@gmail.com,+44 7944022007,,,,,,gerardrobson,gerard.robson@gmail.com,07944022007,,,,2025-01-13 22:26:53,Gerard Robson,gerard.robson@gmail.com,+44 7944022007,Email,Refund request,Resolved,13:19
SUPPORT,SUP000140,,,,,SUP000140,,,,,Gary Ellis,gary.ellis@hotmail.fr,+44 7824766950,,,,,,garyellis,gary.ellis@hotmail.fr,07824766950,,,,2025-01-13 22:33:51,Gary Ellis,gary.ellis@hotmail.fr,+44 7824766950,Phone,Accessibility,Resolved,01:16
SUPPORT,SUP000141,,,,,SUP000141,,,,,Carly Johnson,carly.johnson@hotmail.com,+44 7463614949,,,,,,carlyjohnson,carly.johnson@hotmail.com,07463614949,,,,2025-01-13 23:35:53,Carly Johnson,carly.johnson@hotmail.com,+44 7463614949,Phone,Refund request,Resolved,14:30
SUPPORT,SUP000142,,,,,SUP000142,,,,,John Wilson,john.wilson@gmail.com,+44 7756120809,,,,,,johnwilson,john.wilson@gmail.com,07756120809,,,,2025-01-14 04:56:12,John Wilson,john.wilson@gmail.com,+44 7756120809,Email,Enquiry,Resolved,02:52
SUPPORT,SUP000143,,,,,SUP000143,,,,,Claire Phillips,claire.phillips@gmail.com,+44 7743105303,,,,,,clairephillips,claire.phillips@gmail.com,07743105303,,,,2025-01-14 07:03:55,Claire Phillips,claire.phillips@gmail.com,+44 7743105303,Phone,Complaint,Resolved,03:07
SUPPORT,SUP000144,,,,,SUP000144,,,,,Ronald Lewis,ronald.lewis@gmail.com,+44 7877061766,,,,,,ronaldlewis,ronald.lewis@gmail.com,07877061766,,,,2025-01-14 08:24:48,Ronald Lewis,ronald.lewis@gmail.com,+44 7877061766,Phone,Refund request,Resolved,07:08
SUPPORT,SUP000145,,,,,SUP000145,,,,,Elliot Marsden,,+44 7152035907,,,,,,elliotmarsden,,07152035907,,,,2025-01-14 13:35:40,Elliot Marsden,,+44 7152035907,Phone,Accessibility,Resolved,09:59
SUPPORT,SUP000146,,,,,SUP000146,,,,,Sandra Sullivan,,+44 7736779540,,,,,,sandrasullivan,,07736779540,,,,2025-01-14 13:53:17,Sandra Sullivan,,+44 7736779540,Phone,Complaint,Resolved,08:50
SUPPORT,SUP000147,,,,,SUP000147,,,,,Nicholas Barrett,nicholas.barrett@gmail.com,+44 7403808131,,,,,,nicholasbarrett,nicholas.barrett@gmail.com,07403808131,,,,2025-01-14 19:12:28,Nicholas Barrett,nicholas.barrett@gmail.com,+44 7403808131,Email,Enquiry,Resolved,02:01
SUPPORT,SUP000148,,,,,SUP000148,,,,,Edward Walsh,edward.walsh@gmail.com,,,,,,,edwardwalsh,edward.walsh@gmail.com,,,,,2025-01-14 23:00:49,Edward Walsh,edward.walsh@gmail.com,,Email,Enquiry,Resolved,07:01
SUPPORT,SUP000149,,,,,SUP000149,,,,,Michael Murray,michael.murray@hotmail.fr,+44 7593774866,,,,,,michaelmurray,michael.murray@hotmail.fr,07593774866,,,,2025-01-14 23:01:22,Michael Murray,michael.murray@hotmail.fr,+44 7593774866,Phone,Accessibility,Open,
SUPPORT,SUP000150,,,,,SUP000150,,,,,Judith Anderson,,+44 7273202631,,,,,,judithanderson,,07273202631,,,,2025-01-15 01:36:40,Judith Anderson,,+44 7273202631,Phone,Accessibility,Open,
SUPPORT,SUP000151,,,,,SUP000151,,,,,Helen Garner,helen.garner@yahoo.com,+44 7921324702,,,,,,helengarner,helen.garner@yahoo.com,07921324702,,,,2025-01-15 01:53:26,Helen Garner,helen.garner@yahoo.com,+44 7921324702,Email,Complaint,Resolved,09:33
SUPPORT,SUP000152,,,,,SUP000152,,,,,Rita Brown,rita.brown2@yahoo.com,+44 7029252924,,,,,,ritabrown,rita.brown2@yahoo.com,07029252924,,,,2025-01-15 03:07:34,Rita Brown,rita.brown2@yahoo.com,+44 7029252924,Phone,Refund request,Resolved,37:51
SUPPORT,SUP000153,,,,,SUP000153,,,,,Alexandra Lord,aelxandra.lord@hotmail.com,+44 7489242795,,,,,,alexandralord,aelxandra.lord@hotmail.com,07489242795,,,,2025-01-15 05:03:29,Alexandra Lord,aelxandra.lord@hotmail.com,+44 7489242795,Email,Accessibility,Resolved,15:59
SUPPORT,SUP000154,,,,,SUP000154,,,,,Dale Parker,dalep.arker@yahoo.com,,,,,,,daleparker,dalep.arker@yahoo.com,,,,,2025-01-15 07:08:12,Dale Parker,dalep.arker@yahoo.com,,Email,Complaint,Resolved,04:35
SUPPORT,SUP000155,,,,,SUP000155,,,,,Annette Webster,annette.webster@hotmail.com,+44 7259996737,,,,,,annettewebster,annette.webster@hotmail.com,07259996737,,,,2025-01-15 08:20:20,Annette Webster,annette.webster@hotmail.com,+44 7259996737,Email,Refund request,Resolved,14:32
SUPPORT,SUP000156,,,,,SUP000156,,,,,Elliot Taylor,elliot.tayolr@yahoo.com,,,,,,,elliottaylor,elliot.tayolr@yahoo.com,,,,,2025-01-15 08:27:42,Elliot Taylor,elliot.tayolr@yahoo.com,,Email,Complaint,Resolved,10:44
SUPPORT,SUP000157,,,,,SUP000157,,,,,Sarah Hunt,sarah.hunt@aol.com,+44 7787075371,,,,,,sarahhunt,sarah.hunt@aol.com,07787075371,,,,2025-01-15 11:22:39,Sarah Hunt,sarah.hunt@aol.com,+44 7787075371,Email,Enquiry,Resolved,01:37
SUPPORT,SUP000158,,,,,SUP000158,,,,,Chelsea Frost,chelsea.frost@gmail.com,+44 7858620101,,,,,,chelseafrost,chelsea.frost@gmail.com,07858620101,,,,2025-01-15 13:30:00,Chelsea Frost,chelsea.frost@gmail.com,+44 7858620101,Email,Refund request,Resolved,03:33
SUPPORT,SUP000159,,,,,SUP000159,,,,,Mohammed Taylor,mohammed.taylor@yahoo.com,,,,,,,mohammedtaylor,mohammed.taylor@yahoo.com,,,,,2025-01-15 13:58:19,Mohammed Taylor,mohammed.taylor@yahoo.com,,Email,Refund request,Resolved,18:39
SUPPORT,SUP000160,,,,,SUP000160,,,,,Carly Johnson,carly.johnson@hotmail.com,,,,,,,carlyjohnson,carly.johnson@hotmail.com,,,,,2025-01-15 14:23:34,Carly Johnson,carly.johnson@hotmail.com,,Email,Refund request,Resolved,33:38
SUPPORT,SUP000161,,,,,SUP000161,,,,,Clare Rees,clare.rees@yahoo.com,,,,,,,clarerees,clare.rees@yahoo.com,,,,,2025-01-15 17:55:33,Clare Rees,clare.rees@yahoo.com,,Email,Refund request,Resolved,29:13
SUPPORT,SUP000162,,,,,SUP000162,,,,,Pamela Hammond,pamela.hammond@hotmail.com,+44 7322100190,,,,,,pamelahammond,pamela.hammond@hotmail.com,07322100190,,,,2025-01-15 18:48:11,Pamela Hammond,pamela.hammond@hotmail.com,+44 7322100190,Email,Accessibility,Resolved,07:20
SUPPORT,SUP000163,,,,,SUP000163,,,,,Roger Robinson,roger.robinson@yahoo.com,+44 7476759481,,,,,,rogerrobinson,roger.robinson@yahoo.com,07476759481,,,,2025-01-15 20:10:15,Roger Robinson,roger.robinson@yahoo.com,+44 7476759481,Phone,Refund request,Resolved,24:51
SUPPORT,SUP000164,,,,,SUP000164,,,,,Ruth Brown,ruth.brown@gmail.com,+44 7016998121,,,,,,ruthbrown,ruth.brown@gmail.com,07016998121,,,,2025-01-15 20:24:37,Ruth Brown,ruth.brown@gmail.com,+44 7016998121,Email,Refund request,Open,
SUPPORT,SUP000165,,,,,SUP000165,,,,,Judith Jackson,judith.jackson@gmail.com,,,,,,,judithjackson,judith.jackson@gmail.com,,,,,2025-01-15 21:09:16,Judith Jackson,judith.jackson@gmail.com,,Email,Refund request,Resolved,01:23
SUPPORT,SUP000166,,,,,SUP000166,,,,,Francesca Miller,francesca.miller@yahoo.com,+44 7341353322,,,,,,francescamiller,francesca.miller@yahoo.com,07341353322,,,,2025-01-15 23:20:49,Francesca Miller,francesca.miller@yahoo.com,+44 7341353322,Email,Complaint,Resolved,17:59
SUPPORT,SUP000167,,,,,SUP000167,,,,,Ian Smith,ian.smith@gmail.com,+44 7973884757,,,,,,iansmith,ian.smith@gmail.com,07973884757,,,,2025-01-16 02:49:26,Ian Smith,ian.smith@gmail.com,+44 7973884757,Email,Enquiry,Open,
SUPPORT,SUP000168,,,,,SUP000168,,,,,Frederick Morris,frederick.morris@yahoo.com,,,,,,,frederickmorris,frederick.morris@yahoo.com,,,,,2025-01-16 03:28:12,Frederick Morris,frederick.morris@yahoo.com,,Email,Refund request,Resolved,12:20
SUPPORT,SUP000169,,,,,SUP000169,,,,,Sharon Mahmood,sharon.mahmood@hotmail.com,,,,,,,sharonmahmood,sharon.mahmood@hotmail.com,,,,,2025-01-16 08:19:36,Sharon Mahmood,sharon.mahmood@hotmail.com,,Email,Refund request,Resolved,05:44
SUPPORT,SUP000170,,,,,SUP000170,,,,,Kathryn Allen,kathryn.allen@yahoo.com,+44 7785779108,,,,,,kathrynallen,kathryn.allen@yahoo.com,07785779108,,,,2025-01-16 11:23:11,Kathryn Allen,kathryn.allen@yahoo.com,+44 7785779108,Phone,Refund request,Resolved,36:23
SUPPORT,SUP000171,,,,,SUP000171,,,,,Irene Williams,irene.williams@hotmail.com,+44 7940135960,,,,,,irenewilliams,irene.williams@hotmail.com,07940135960,,,,2025-01-16 16:47:53,Irene Williams,irene.williams@hotmail.com,+44 7940135960,Phone,Enquiry,Resolved,05:17
SUPPORT,SUP000172,,,,,SUP000172,,,,,Karl Williams,karl.williams@hotmail.com,+44 7277032899,,,,,,karlwilliams,karl.williams@hotmail.com,07277032899,,,,2025-01-16 16:56:27,Karl Williams,karl.williams@hotmail.com,+44 7277032899,Email,Refund request,Resolved,28:53
SUPPORT,SUP000173,,,,,SUP000173,,,,,Ryan Abbott,yran.abbott@yahoo.com,+44 7025268282,,,,,,ryanabbott,yran.abbott@yahoo.com,07025268282,,,,2025-01-16 17:01:10,Ryan Abbott,yran.abbott@yahoo.com,+44 7025268282,Phone,Refund request,Open,
SUPPORT,SUP000174,,,,,SUP000174,,,,,Andrew Burgess,,+44 7755893415,,,,,,andrewburgess,,07755893415,,,,2025-01-16 18:40:20,Andrew Burgess,,+44 7755893415,Phone,Enquiry,Resolved,15:24
SUPPORT,SUP000175,,,,,SUP000175,,,,,Scott Reeves,scott.reeves@gmail.com,+44 7941005578,,,,,,scottreeves,scott.reeves@gmail.com,07941005578,,,,2025-01-17 02:37:29,Scott Reeves,scott.reeves@gmail.com,+44 7941005578,Email,Complaint,Resolved,13:57
SUPPORT,SUP000176,,,,,SUP000176,,,,,Anthony Clarke,anthony.clarke@gmail.com,+44 7769187722,,,,,,anthonyclarke,anthony.clarke@gmail.com,07769187722,,,,2025-01-17 02:39:27,Anthony Clarke,anthony.clarke@gmail.com,+44 7769187722,Phone,Accessibility,Resolved,25:19
SUPPORT,SUP000177,,,,,SUP000177,,,,,Harriet Powell,harriet.powell@yahoo.com,+44 7461985689,,,,,,harrietpowell,harriet.powell@yahoo.com,07461985689,,,,2025-01-17 02:42:38,Harriet Powell,harriet.powell@yahoo.com,+44 7461985689,Phone,Complaint,Resolved,12:44
SUPPORT,SUP000178,,,,,SUP000178,,,,,Clive Lloyd,clive.lloyd@yahoo.com,+44 7868849590,,,,,,clivelloyd,clive.lloyd@yahoo.com,07868849590,,,,2025-01-17 09:13:38,Clive Lloyd,clive.lloyd@yahoo.com,+44 7868849590,Phone,Enquiry,Resolved,12:17
SUPPORT,SUP000179,,,,,SUP000179,,,,,Wayne Ros,wayne.rose@gmail.com,+44 7186064467,,,,,,wayneros,wayne.rose@gmail.com,07186064467,,,,2025-01-17 11:12:22,Wayne Ros,wayne.rose@gmail.com,+44 7186064467,Email,Accessibility,Open,
SUPPORT,SUP000180,,,,,SUP000180,,,,,Jonathan Parry,jonathan.parry@gmail.com,+44 7623238821,,,,,,jonathanparry,jonathan.parry@gmail.com,07623238821,,,,2025-01-17 21:11:17,Jonathan Parry,jonathan.parry@gmail.com,+44 7623238821,Email,Refund request,Resolved,31:00
SUPPORT,SUP000181,,,,,SUP000181,,,,,Roger aPtel,roger.patel@hotmail.com,+44 7349956488,,,,,,rogeraptel,roger.patel@hotmail.com,07349956488,,,,2025-01-18 03:06:01,Roger aPtel,roger.patel@hotmail.com,+44 7349956488,Phone,Enquiry,Resolved,03:39
SUPPORT,SUP000182,,,,,SUP000182,,,,,Hannah Berry,hannah.berry@wanadoo.fr,,,,,,,hannahberry,hannah.berry@wanadoo.fr,,,,,2025-01-18 08:05:32,Hannah Berry,hannah.berry@wanadoo.fr,,Email,Accessibility,Resolved,53:46
SUPPORT,SUP000183,,,,,SUP000183,,,,,Raymond Price,raymond.price@gmail.com,,,,,,,raymondprice,raymond.price@gmail.com,,,,,2025-01-18 08:05:36,Raymond Price,raymond.price@gmail.com,,Email,Enquiry,Open,
SUPPORT,SUP000184,,,,,SUP000184,,,,,Steven Johnson,stevn.johnson@msn.com,+44 7937365377,,,,,,stevenjohnson,stevn.johnson@msn.com,07937365377,,,,2025-01-18 08:43:27,Steven Johnson,stevn.johnson@msn.com,+44 7937365377,Phone,Enquiry,Resolved,04:12
SUPPORT,SUP000185,,,,,SUP000185,,,,,Jason Evans,jason.evans@gmail.com,+44 7935026810,,,,,,jasonevans,jason.evans@gmail.com,07935026810,,,,2025-01-18 10:03:33,Jason Evans,jason.evans@gmail.com,+44 7935026810,Phone,Refund request,Resolved,28:35
SUPPORT,SUP000186,,,,,SUP000186,,,,,Derek Butler,derek.butler@msn.com,,,,,,,derekbutler,derek.butler@msn.com,,,,,2025-01-18 12:54:07,Derek Butler,derek.butler@msn.com,,Email,Refund request,Resolved,17:34
